base_identifier,label,split,tier,sequence_cluster_id
4ER8_A,1,val,core,rcsb-mmseqs2-30:41155_30
4ERR_A,0,val,challenge,rcsb-mmseqs2-30:40782_30
4ESE_A,0,train,core,rcsb-mmseqs2-30:1075_30
4ETP_B,0,test,core,rcsb-mmseqs2-30:37573_30
4ETY_A,0,train,core,rcsb-mmseqs2-30:14756_30
4EVF_A,0,train,core,rcsb-mmseqs2-30:20180_30
4EVV_A,1,test,core,rcsb-mmseqs2-30:6848_30
4EY0_A,0,train,core,rcsb-mmseqs2-30:4082_30
4EYB_A,0,train,core,rcsb-mmseqs2-30:278_30
4F0H_A,0,train,core,rcsb-mmseqs2-30:124_30
4F0V_A,0,train,core,rcsb-mmseqs2-30:13892_30
4F43_A,1,train,core,rcsb-mmseqs2-30:24167_30
4F52_E,0,test,challenge,rcsb-mmseqs2-30:25144_30
4F86_A,0,train,core,rcsb-mmseqs2-30:18505_30
4F8C_A,0,val,core,rcsb-mmseqs2-30:16557_30
4FBH_A,0,train,core,rcsb-mmseqs2-30:23348_30
4FD5_A,0,train,core,rcsb-mmseqs2-30:11442_30
4FFX_A,0,train,core,rcsb-mmseqs2-30:4631_30
4FHR_A,0,test,core,rcsb-mmseqs2-30:16142_30
4FM2_A,1,train,core,rcsb-mmseqs2-30:2406_30
4FNV_A,0,val,core,rcsb-mmseqs2-30:27120_30
4FO1_A,0,train,core,rcsb-mmseqs2-30:13595_30
4FPV_B,1,train,core,rcsb-mmseqs2-30:5059_30
4FTH_A,1,val,core,rcsb-mmseqs2-30:94409_30
4FZY_A,1,train,core,rcsb-mmseqs2-30:22104_30
4G0R_A,1,train,core,rcsb-mmseqs2-30:3930_30
4G9P_A,0,test,core,rcsb-mmseqs2-30:321_30
4GAM_D,0,train,core,rcsb-mmseqs2-30:11037_30
4GCL_B,1,train,core,rcsb-mmseqs2-30:1829_30
4GDF_A,1,train,core,rcsb-mmseqs2-30:4098_30
4GLE_A,1,train,core,rcsb-mmseqs2-30:9132_30
4GLX_A,1,train,core,rcsb-mmseqs2-30:118_30
4GNX_C,1,test,core,rcsb-mmseqs2-30:5360_30
4H10_B,1,validation_reserve,challenge,rcsb-mmseqs2-30:9388_30
4H5Q_B,1,val,core,rcsb-mmseqs2-30:9060_30
4H63_K,0,test,challenge,rcsb-mmseqs2-30:41686_30
4H8K_A,1,train,core,rcsb-mmseqs2-30:26502_30
4HC7_A,1,validation_reserve,challenge,rcsb-mmseqs2-30:11356_30
4HE7_A,0,train,core,rcsb-mmseqs2-30:16835_30
4HF1_A,1,test,core,rcsb-mmseqs2-30:2664_30
4HLY_B,1,test,core,rcsb-mmseqs2-30:94963_30
4HP1_C,1,val,core,rcsb-mmseqs2-30:13598_30
4HQB_A,1,train,core,rcsb-mmseqs2-30:42780_30
4HQE_B,1,validation_reserve,core,rcsb-mmseqs2-30:68033_30
4HQU_A,1,train,core,rcsb-mmseqs2-30:11592_30
4I1A_B,0,train,core,rcsb-mmseqs2-30:12161_30
4I2O_A,1,train,core,rcsb-mmseqs2-30:74856_30
4IHS_B,1,train,core,rcsb-mmseqs2-30:4944_30
4IJ5_A,0,train,core,rcsb-mmseqs2-30:32610_30
4IR1_F,1,train,core,rcsb-mmseqs2-30:1996_30
4J00_A,1,test,core,rcsb-mmseqs2-30:13859_30
4J1J_C,1,train,core,rcsb-mmseqs2-30:17604_30
4JHL_A,0,train,core,rcsb-mmseqs2-30:19465_30
4JQD_E,1,train,core,rcsb-mmseqs2-30:29550_30
4JS4_A,1,train,core,rcsb-mmseqs2-30:10143_30
4JZU_A,0,val,core,rcsb-mmseqs2-30:31445_30
4K1G_A,1,train,core,rcsb-mmseqs2-30:1521_30
4K2B_A,0,train,core,rcsb-mmseqs2-30:23298_30
4K82_A,0,train,core,rcsb-mmseqs2-30:59701_30
4KHN_B,1,test,core,rcsb-mmseqs2-30:1681_30
4KIA_A,0,train,core,rcsb-mmseqs2-30:46362_30
4KIS_A,1,test,core,rcsb-mmseqs2-30:42319_30
4KNY_B,1,validation_reserve,core,rcsb-mmseqs2-30:3974_30
4KW5_A,0,train,core,rcsb-mmseqs2-30:5778_30
4KYW_A,1,train,core,rcsb-mmseqs2-30:42628_30
4L0Z_A,1,test,core,rcsb-mmseqs2-30:5037_30
4L62_A,1,validation_reserve,core,rcsb-mmseqs2-30:18768_30
4L80_A,0,val,core,rcsb-mmseqs2-30:7236_30
4LB5_B,1,validation_reserve,core,rcsb-mmseqs2-30:32695_30
4LHE_A,0,test,core,rcsb-mmseqs2-30:15437_30
4LJR_A,1,test_reserve,core,rcsb-mmseqs2-30:28166_30
4LLH_A,0,train,core,rcsb-mmseqs2-30:4053_30
4LLN_J,1,validation_reserve,core,rcsb-mmseqs2-30:14972_30
4LMG_B,1,val,core,rcsb-mmseqs2-30:93616_30
4LOX_A,1,train,core,rcsb-mmseqs2-30:3317_30
4LVL_A,1,test,core,rcsb-mmseqs2-30:30860_30
4M8B_R,1,validation_reserve,core,rcsb-mmseqs2-30:101243_30
4MDE_A,1,test,core,rcsb-mmseqs2-30:5291_30
4MGU_A,1,val,core,rcsb-mmseqs2-30:165106_30
4MIK_A,0,train,core,rcsb-mmseqs2-30:2192_30
4MTD_D,1,test,core,rcsb-mmseqs2-30:19517_30
4MW0_A,0,train,core,rcsb-mmseqs2-30:3261_30
4N0O_C,1,train,core,rcsb-mmseqs2-30:96239_30
4N65_A,0,val,core,rcsb-mmseqs2-30:2059_30
4NDH_A,1,test,core,rcsb-mmseqs2-30:8512_30
4NFW_A,0,train,core,rcsb-mmseqs2-30:8766_30
4NI7_A,1,train,core,rcsb-mmseqs2-30:4898_30
4NQA_I,1,train,core,rcsb-mmseqs2-30:3469_30
4NV0_A,0,test,core,rcsb-mmseqs2-30:5053_30
4O3M_A,1,train,core,rcsb-mmseqs2-30:7348_30
4O7O_A,0,test,core,rcsb-mmseqs2-30:8454_30
4OBU_A,0,test,core,rcsb-mmseqs2-30:2842_30
4OI7_B,1,train,challenge,rcsb-mmseqs2-30:6629_30
4OJV_A,0,train,core,rcsb-mmseqs2-30:60332_30
4ON0_A,1,train,core,rcsb-mmseqs2-30:8333_30
4OQ8_A,0,train,core,rcsb-mmseqs2-30:13052_30
4OU6_A,1,validation_reserve,core,rcsb-mmseqs2-30:3961_30
4P0Q_A,1,train,core,rcsb-mmseqs2-30:9117_30
4P0Q_B,1,train,core,rcsb-mmseqs2-30:8648_30
4P9U_E,1,test,core,rcsb-mmseqs2-30:2175_30
4PAR_A,1,val,core,rcsb-mmseqs2-30:37312_30
4PE8_A,1,train,core,rcsb-mmseqs2-30:2992_30
4POG_A,1,train,core,rcsb-mmseqs2-30:30346_30
4PSO_I,1,validation_reserve,core,rcsb-mmseqs2-30:79417_30
4PU3_D,1,test,core,rcsb-mmseqs2-30:38759_30
4PXI_B,1,train,core,rcsb-mmseqs2-30:19923_30
4PY5_A,1,train,core,rcsb-mmseqs2-30:16446_30
4QHF_A,0,train,core,rcsb-mmseqs2-30:32503_30
4QQZ_G,1,train,core,rcsb-mmseqs2-30:43285_30
4QTT_A,0,train,core,rcsb-mmseqs2-30:1975_30
4R28_C,1,test,core,rcsb-mmseqs2-30:69837_30
4R8A_A,1,train,core,rcsb-mmseqs2-30:35590_30
4R8P_L,1,train,core,rcsb-mmseqs2-30:1192_30
4RB3_C,1,val,core,rcsb-mmseqs2-30:3837_30
4RD4_A,0,train,core,rcsb-mmseqs2-30:1047_30
4RDM_A,1,train,core,rcsb-mmseqs2-30:42760_30
4RE5_A,0,train,core,rcsb-mmseqs2-30:14400_30
4RKH_D,1,train,core,rcsb-mmseqs2-30:48350_30
4RQ2_A,1,train,core,rcsb-mmseqs2-30:312_30
4RTL_A,1,val,core,rcsb-mmseqs2-30:6346_30
4S0N_D,1,train,core,rcsb-mmseqs2-30:9427_30
4TN5_A,0,val,core,rcsb-mmseqs2-30:19074_30
4TYN_A,1,train,core,rcsb-mmseqs2-30:13132_30
4U7B_A,1,train,core,rcsb-mmseqs2-30:21685_30
4UDQ_A,0,train,core,rcsb-mmseqs2-30:43334_30
4UNC_D,1,train,core,rcsb-mmseqs2-30:9492_30
4UX5_A,1,train,core,rcsb-mmseqs2-30:28719_30
4UZB_A,1,test,core,rcsb-mmseqs2-30:26028_30
4V81_H,0,test,core,rcsb-mmseqs2-30:1477_30
4V9F_Z,0,train,core,rcsb-mmseqs2-30:3788_30
4WCG_A,1,train,core,rcsb-mmseqs2-30:93809_30
4WFA_B,0,test,core,rcsb-mmseqs2-30:153_30
4WNB_B,0,val,core,rcsb-mmseqs2-30:50665_30
4WPY_A,0,train,core,rcsb-mmseqs2-30:24052_30
4WU4_A,1,validation_reserve,core,rcsb-mmseqs2-30:1652_30
4WVM_A,0,train,challenge,rcsb-mmseqs2-30:22095_30
4WWC_B,1,train,core,rcsb-mmseqs2-30:9131_30
4WWU_C,0,test,core,rcsb-mmseqs2-30:21573_30
4WZ7_6,0,train,core,rcsb-mmseqs2-30:15793_30
4WZW_A,1,train,core,rcsb-mmseqs2-30:28066_30
4X17_A,0,train,core,rcsb-mmseqs2-30:2185_30
4X28_C,0,test,core,rcsb-mmseqs2-30:37750_30
4XB6_A,0,train,core,rcsb-mmseqs2-30:20138_30
4XHR_M,0,train,core,rcsb-mmseqs2-30:9033_30
4XNH_C,0,train,core,rcsb-mmseqs2-30:26555_30
4XR0_A,1,train,core,rcsb-mmseqs2-30:3772_30
4XVM_A,1,validation_reserve,core,rcsb-mmseqs2-30:2313_30
4YAM_A,0,train,core,rcsb-mmseqs2-30:64619_30
4YG1_A,1,validation_reserve,core,rcsb-mmseqs2-30:13893_30
4YIG_A,1,train,core,rcsb-mmseqs2-30:5275_30
4YO2_A,1,val,core,rcsb-mmseqs2-30:28090_30
4YSX_D,0,train,core,rcsb-mmseqs2-30:3129_30
4YXQ_A,0,train,core,rcsb-mmseqs2-30:22727_30
4Z8W_A,0,val,core,rcsb-mmseqs2-30:84129_30
4ZBN_B,1,train,core,rcsb-mmseqs2-30:2058_30
4ZCF_B,1,test,core,rcsb-mmseqs2-30:36227_30
4ZCF_C,1,test,core,rcsb-mmseqs2-30:70056_30
4ZM0_B,1,train,core,rcsb-mmseqs2-30:12095_30
4ZSF_A,1,val,core,rcsb-mmseqs2-30:255177_30
4ZV0_B,0,train,core,rcsb-mmseqs2-30:50476_30
5A0M_B,1,train,core,rcsb-mmseqs2-30:17880_30
5A39_B,1,validation_reserve,core,rcsb-mmseqs2-30:16883_30
5A72_B,1,test,core,rcsb-mmseqs2-30:4209_30
5AF7_A,0,train,core,rcsb-mmseqs2-30:4520_30
5AYC_A,0,test,core,rcsb-mmseqs2-30:26429_30
5AYE_A,0,test,core,rcsb-mmseqs2-30:20225_30
5B04_A,0,train,core,rcsb-mmseqs2-30:2320_30
5BOX_A,1,train,challenge,rcsb-mmseqs2-30:34639_30
5CG9_A,1,train,core,rcsb-mmseqs2-30:45731_30
5CHI_A,1,train,core,rcsb-mmseqs2-30:23981_30
5CQ9_A,0,val,core,rcsb-mmseqs2-30:42587_30
5CQQ_B,1,val,core,rcsb-mmseqs2-30:33272_30
5D2S_A,1,train,core,rcsb-mmseqs2-30:18310_30
5D4V_A,0,train,core,rcsb-mmseqs2-30:21525_30
5D8C_B,1,val,core,rcsb-mmseqs2-30:20560_30
5D8F_B,1,validation_reserve,core,rcsb-mmseqs2-30:14042_30
5DLO_A,1,test,core,rcsb-mmseqs2-30:4237_30
5DNY_B,1,val,core,rcsb-mmseqs2-30:33572_30
5DWA_A,1,train,core,rcsb-mmseqs2-30:48947_30
5DY0_A,1,train,core,rcsb-mmseqs2-30:30294_30
5EIX_B,1,test,core,rcsb-mmseqs2-30:386_30
5EN4_A,0,train,core,rcsb-mmseqs2-30:5901_30
5EYB_A,1,validation_reserve,core,rcsb-mmseqs2-30:98467_30
5F0Q_A,1,train,core,rcsb-mmseqs2-30:2483_30
5F7Q_E,1,test,core,rcsb-mmseqs2-30:10322_30
5FD3_A,1,test,core,rcsb-mmseqs2-30:28061_30
5FDK_D,1,val,core,rcsb-mmseqs2-30:1893_30
5FF8_A,1,train,core,rcsb-mmseqs2-30:8658_30
5FIG_A,0,val,core,rcsb-mmseqs2-30:13473_30
5FLV_M,1,test,core,rcsb-mmseqs2-30:53936_30
5FMP_A,1,train,core,rcsb-mmseqs2-30:15970_30
5G5T_A,1,train,core,rcsb-mmseqs2-30:47536_30
5GKE_A,1,test,core,rcsb-mmseqs2-30:8344_30
5GPC_A,1,test,core,rcsb-mmseqs2-30:28659_30
5GWK_A,1,val,core,rcsb-mmseqs2-30:4324_30
5GXF_A,0,train,core,rcsb-mmseqs2-30:11066_30
5GZY_A,0,train,core,rcsb-mmseqs2-30:35395_30
5H1Q_A,0,train,core,rcsb-mmseqs2-30:6088_30
5H3R_A,1,validation_reserve,core,rcsb-mmseqs2-30:16884_30
5H9E_J,1,test,core,rcsb-mmseqs2-30:27201_30
5H9F_B,1,val,core,rcsb-mmseqs2-30:28188_30
5H9F_K,1,val,core,rcsb-mmseqs2-30:23119_30
5HLG_B,1,train,core,rcsb-mmseqs2-30:48047_30
5HNK_A,1,train,core,rcsb-mmseqs2-30:25137_30
5HR4_C,1,val,core,rcsb-mmseqs2-30:90170_30
5HRF_A,1,train,core,rcsb-mmseqs2-30:7973_30
5HRT_A,1,test,core,rcsb-mmseqs2-30:576_30
5HSO_C,1,train,core,rcsb-mmseqs2-30:14704_30
5HX2_A,0,test,core,rcsb-mmseqs2-30:23251_30
5HY3_B,0,val,core,rcsb-mmseqs2-30:74588_30
5I44_B,1,train,core,rcsb-mmseqs2-30:13332_30
5IOX_A,0,val,core,rcsb-mmseqs2-30:6628_30
5IP3_B,1,train,core,rcsb-mmseqs2-30:47562_30
5ITT_A,1,train,core,rcsb-mmseqs2-30:7142_30
5J37_E,1,train,core,rcsb-mmseqs2-30:62630_30
5J3E_A,1,val,core,rcsb-mmseqs2-30:29408_30
5J5P_A,1,test,core,rcsb-mmseqs2-30:386_30
5JH0_D,1,train,core,rcsb-mmseqs2-30:44210_30
5JJV_B,1,train,core,rcsb-mmseqs2-30:52083_30
5JLT_A,1,train,core,rcsb-mmseqs2-30:43461_30
5JRE_D,1,val,core,rcsb-mmseqs2-30:32160_30
5JUB_A,1,test,core,rcsb-mmseqs2-30:39936_30
5K1Y_D,1,val,core,rcsb-mmseqs2-30:33288_30
5K7Z_A,1,test_reserve,core,rcsb-mmseqs2-30:50035_30
5KBJ_A,1,train,core,rcsb-mmseqs2-30:32151_30
5KUC_A,0,val,core,rcsb-mmseqs2-30:34654_30
5L2P_A,0,train,core,rcsb-mmseqs2-30:2903_30
5L2X_A,1,val,core,rcsb-mmseqs2-30:10582_30
5L9W_C,0,test,core,rcsb-mmseqs2-30:84007_30
5LEJ_B,1,train,core,rcsb-mmseqs2-30:6255_30
5LI7_A,0,train,core,rcsb-mmseqs2-30:405_30
5M58_A,0,train,core,rcsb-mmseqs2-30:54371_30
5MAW_E,0,train,core,rcsb-mmseqs2-30:19713_30
5MC6_i,0,train,challenge,rcsb-mmseqs2-30:29398_30
5MHK_D,1,train,core,rcsb-mmseqs2-30:100733_30
5MLD_A,0,train,core,rcsb-mmseqs2-30:2923_30
5MPF_B,1,train,core,rcsb-mmseqs2-30:9833_30
5N7Z_A,0,train,core,rcsb-mmseqs2-30:35111_30
5N8R_A,1,test,core,rcsb-mmseqs2-30:5640_30
5N9J_Y,0,test,core,rcsb-mmseqs2-30:53906_30
5NLL_A,0,val,core,rcsb-mmseqs2-30:2342_30
5NNU_A,1,val,core,rcsb-mmseqs2-30:2836_30
5NRG_S,0,train,core,rcsb-mmseqs2-30:437_30
5NWA_A,1,train,core,rcsb-mmseqs2-30:3544_30
5NX5_A,0,train,core,rcsb-mmseqs2-30:5808_30
5NX7_A,0,train,core,rcsb-mmseqs2-30:5808_30
5O63_B,1,train,core,rcsb-mmseqs2-30:169069_30
5O6U_D,1,test,core,rcsb-mmseqs2-30:65488_30
5O6U_F,1,test,core,rcsb-mmseqs2-30:65487_30
5ODL_A,1,train,core,rcsb-mmseqs2-30:59599_30
5ODU_A,0,train,core,rcsb-mmseqs2-30:4729_30
5OKD_J,0,test,challenge,rcsb-mmseqs2-30:1308_30
5ON8_A,0,test,core,rcsb-mmseqs2-30:4887_30
5OQO_B,1,test_reserve,challenge,rcsb-mmseqs2-30:13532_30
5OQP_A,1,train,core,rcsb-mmseqs2-30:25757_30
5P9V_A,0,test,core,rcsb-mmseqs2-30:2069_30
5T9J_B,1,test,core,rcsb-mmseqs2-30:41497_30
5TC1_A,0,val,core,rcsb-mmseqs2-30:5201_30
5TKZ_A,1,val,core,rcsb-mmseqs2-30:20193_30
5TRD_A,1,train,core,rcsb-mmseqs2-30:6458_30
5TVM_E,0,test,core,rcsb-mmseqs2-30:26505_30
5U0A_C,1,test,core,rcsb-mmseqs2-30:69656_30
5U1J_B,1,test,core,rcsb-mmseqs2-30:84444_30
5U97_A,0,train,core,rcsb-mmseqs2-30:4561_30
5UC6_A,1,val,core,rcsb-mmseqs2-30:10532_30
5UI5_V,1,train,core,rcsb-mmseqs2-30:31684_30
5UK7_B,1,train,core,rcsb-mmseqs2-30:768_30
5UX0_A,1,train,core,rcsb-mmseqs2-30:53542_30
5V9X_A,1,val,core,rcsb-mmseqs2-30:17077_30
5VFX_F,1,validation_reserve,core,rcsb-mmseqs2-30:93328_30
5VHV_A,1,train,core,rcsb-mmseqs2-30:69949_30
5VMX_A,1,validation_reserve,core,rcsb-mmseqs2-30:9183_30
5VPE_D,1,test,challenge,rcsb-mmseqs2-30:7234_30
5VVL_F,1,validation_reserve,core,rcsb-mmseqs2-30:8415_30
5W35_A,1,train,core,rcsb-mmseqs2-30:14152_30
5WJQ_D,1,validation_reserve,core,rcsb-mmseqs2-30:25_30
5WRU_A,0,test,core,rcsb-mmseqs2-30:57138_30
5WTI_Z,1,train,core,rcsb-mmseqs2-30:154571_30
5WX9_A,1,train,core,rcsb-mmseqs2-30:14532_30
5X11_E,1,train,core,rcsb-mmseqs2-30:27912_30
5X5L_E,1,train,core,rcsb-mmseqs2-30:24634_30
5X90_A,0,train,core,rcsb-mmseqs2-30:34673_30
5XB6_A,0,test,core,rcsb-mmseqs2-30:36235_30
5XFQ_A,1,test,core,rcsb-mmseqs2-30:11481_30
5XNB_C,0,val,core,rcsb-mmseqs2-30:36250_30
5XS0_F,1,validation_reserve,core,rcsb-mmseqs2-30:14024_30
5XVN_F,1,train,core,rcsb-mmseqs2-30:6307_30
5XX9_A,0,train,core,rcsb-mmseqs2-30:1465_30
5YBB_D,1,train,core,rcsb-mmseqs2-30:95800_30
5YCZ_A,0,train,core,rcsb-mmseqs2-30:66197_30
5YEJ_A,1,train,core,rcsb-mmseqs2-30:54416_30
5YI2_A,1,train,core,rcsb-mmseqs2-30:13863_30
5YWS_B,1,test,core,rcsb-mmseqs2-30:3393_30
5YX6_A,0,train,core,rcsb-mmseqs2-30:4182_30
5Z40_A,0,test,core,rcsb-mmseqs2-30:1166_30
5ZE0_N,1,train,challenge,rcsb-mmseqs2-30:7651_30
5ZG9_A,1,train,core,rcsb-mmseqs2-30:67045_30
5ZJR_B,1,train,core,rcsb-mmseqs2-30:13404_30
5ZKI_B,1,test,core,rcsb-mmseqs2-30:10261_30
5ZKM_A,1,val,core,rcsb-mmseqs2-30:18827_30
5ZKO_H,1,val,challenge,rcsb-mmseqs2-30:11381_30
5ZMD_G,1,validation_reserve,core,rcsb-mmseqs2-30:6334_30
5ZMN_A,1,train,core,rcsb-mmseqs2-30:56853_30
5ZR1_A,1,test,core,rcsb-mmseqs2-30:7882_30
5ZYU_A,1,val,core,rcsb-mmseqs2-30:16558_30
6A57_A,1,train,core,rcsb-mmseqs2-30:11426_30
6A5N_A,1,train,core,rcsb-mmseqs2-30:18903_30
6AMA_Y,1,val,core,rcsb-mmseqs2-30:94310_30
6ASB_I,1,train,core,rcsb-mmseqs2-30:4508_30
6B44_L,1,train,core,rcsb-mmseqs2-30:5379_30
6BEK_A,1,test,core,rcsb-mmseqs2-30:26307_30
6BFI_A,0,train,core,rcsb-mmseqs2-30:48556_30
6BKA_A,0,test,core,rcsb-mmseqs2-30:49700_30
6BS3_A,0,train,core,rcsb-mmseqs2-30:26122_30
6C2S_A,1,train,core,rcsb-mmseqs2-30:43768_30
6C31_A,1,test,core,rcsb-mmseqs2-30:11745_30
6C62_A,0,train,core,rcsb-mmseqs2-30:42287_30
6CAF_A,0,train,core,rcsb-mmseqs2-30:3932_30
6CES_M,0,train,core,rcsb-mmseqs2-30:12184_30
6CKM_A,0,val,core,rcsb-mmseqs2-30:20294_30
6COJ_B,0,train,core,rcsb-mmseqs2-30:23531_30
6CST_A,1,train,core,rcsb-mmseqs2-30:8900_30
6D8P_B,1,val,core,rcsb-mmseqs2-30:24042_30
6DBJ_B,1,test,core,rcsb-mmseqs2-30:3906_30
6DG0_A,1,val,core,rcsb-mmseqs2-30:20193_30
6DGD_B,1,train,core,rcsb-mmseqs2-30:5655_30
6DT1_A,1,val,core,rcsb-mmseqs2-30:80955_30
6DT7_B,1,test,core,rcsb-mmseqs2-30:61686_30
6DVC_F,1,test,challenge,rcsb-mmseqs2-30:13929_30
6DWV_A,0,train,core,rcsb-mmseqs2-30:28708_30
6E14_C,0,train,core,rcsb-mmseqs2-30:3691_30
6EMY_B,1,train,core,rcsb-mmseqs2-30:17626_30
6ERH_A,1,test,core,rcsb-mmseqs2-30:2994_30
6ET0_B,0,train,core,rcsb-mmseqs2-30:29738_30
6EU1_O,1,test,core,rcsb-mmseqs2-30:6015_30
6EZN_H,0,test,challenge,rcsb-mmseqs2-30:21255_30
6F2E_A,0,train,core,rcsb-mmseqs2-30:40368_30
6F2S_H,1,validation_reserve,core,rcsb-mmseqs2-30:44159_30
6FQB_E,0,val,core,rcsb-mmseqs2-30:15674_30
6FVJ_A,0,train,core,rcsb-mmseqs2-30:17362_30
6FWS_B,1,val,core,rcsb-mmseqs2-30:14815_30
6FZT_A,1,test_reserve,core,rcsb-mmseqs2-30:2327_30
6G1T_A,1,test,core,rcsb-mmseqs2-30:53902_30
6GDR_A,1,test,core,rcsb-mmseqs2-30:34428_30
6GED_A,1,train,core,rcsb-mmseqs2-30:51892_30
6GML_Z,1,test_reserve,core,rcsb-mmseqs2-30:2956_30
6GRH_1,0,train,core,rcsb-mmseqs2-30:37544_30
6GRH_C,0,train,core,rcsb-mmseqs2-30:43310_30
6GS2_B,0,test,core,rcsb-mmseqs2-30:20998_30
6H1W_A,0,test,core,rcsb-mmseqs2-30:84806_30
6H59_A,0,train,core,rcsb-mmseqs2-30:11330_30
6HB4_A,1,test,core,rcsb-mmseqs2-30:9598_30
6HC6_A,0,test,core,rcsb-mmseqs2-30:33914_30
6HCE_A,0,train,core,rcsb-mmseqs2-30:41315_30
6I5O_A,0,train,core,rcsb-mmseqs2-30:85984_30
6I8V_A,0,test,core,rcsb-mmseqs2-30:6300_30
6I9E_H,0,train,core,rcsb-mmseqs2-30:34119_30
6IAT_A,0,val,core,rcsb-mmseqs2-30:39205_30
6IDE_B,1,val,core,rcsb-mmseqs2-30:46107_30
6IFM_B,1,test_reserve,core,rcsb-mmseqs2-30:9502_30
6IIT_B,1,validation_reserve,core,rcsb-mmseqs2-30:21422_30
6IJ7_A,0,test,core,rcsb-mmseqs2-30:1025_30
6IMN_A,1,validation_reserve,core,rcsb-mmseqs2-30:42583_30
6IOD_A,1,test_reserve,core,rcsb-mmseqs2-30:5142_30
6IUC_A,1,train,core,rcsb-mmseqs2-30:4046_30
6IZH_A,0,train,core,rcsb-mmseqs2-30:2449_30
6J80_B,1,train,core,rcsb-mmseqs2-30:11345_30
6J9C_D,1,validation_reserve,core,rcsb-mmseqs2-30:83827_30
6JBX_A,1,train,core,rcsb-mmseqs2-30:93830_30
6JCX_F,1,train,challenge,rcsb-mmseqs2-30:11621_30
6JD2_A,0,test,core,rcsb-mmseqs2-30:233_30
6JDD_A,0,train,core,rcsb-mmseqs2-30:71172_30
6JE4_T,1,train,core,rcsb-mmseqs2-30:40015_30
6JG8_B,1,val,core,rcsb-mmseqs2-30:10013_30
6JJT_A,0,test,core,rcsb-mmseqs2-30:22607_30
6JNI_A,1,train,core,rcsb-mmseqs2-30:7006_30
6JTB_A,0,train,core,rcsb-mmseqs2-30:5548_30
6JUM_A,1,train,core,rcsb-mmseqs2-30:9346_30
6JWP_D,0,train,core,rcsb-mmseqs2-30:38087_30
6K2J_B,1,train,challenge,rcsb-mmseqs2-30:3360_30
6K8O_A,1,validation_reserve,core,rcsb-mmseqs2-30:19729_30
6KBS_B,1,train,core,rcsb-mmseqs2-30:14358_30
6KI3_B,1,train,core,rcsb-mmseqs2-30:56546_30
6KKM_E,0,val,core,rcsb-mmseqs2-30:21541_30
6KSF_A,1,validation_reserve,core,rcsb-mmseqs2-30:8173_30
6KVO_A,1,validation_reserve,core,rcsb-mmseqs2-30:28430_30
6L1L_A,0,train,core,rcsb-mmseqs2-30:1403_30
6L8E_A,1,train,core,rcsb-mmseqs2-30:8952_30
6LAR_B,0,val,core,rcsb-mmseqs2-30:23116_30
6LBR_B,1,train,core,rcsb-mmseqs2-30:85026_30
6LLZ_A,0,test,core,rcsb-mmseqs2-30:793_30
6LMJ_A,1,train,core,rcsb-mmseqs2-30:499_30
6LNB_A,1,val,core,rcsb-mmseqs2-30:18308_30
6LNB_H,1,val,core,rcsb-mmseqs2-30:17297_30
6LNB_I,1,val,core,rcsb-mmseqs2-30:12391_30
6LPV_A,0,train,core,rcsb-mmseqs2-30:3043_30
6LQF_A,1,train,core,rcsb-mmseqs2-30:13285_30
6LRD_A,1,train,core,rcsb-mmseqs2-30:32845_30
6LTY_A,1,train,core,rcsb-mmseqs2-30:21386_30
6LXN_A,1,train,core,rcsb-mmseqs2-30:1671_30
6M75_A,1,test,core,rcsb-mmseqs2-30:11006_30
6MRJ_B,1,train,core,rcsb-mmseqs2-30:1222_30
6N7I_C,1,train,core,rcsb-mmseqs2-30:12013_30
6NC9_A,0,train,core,rcsb-mmseqs2-30:27900_30
6NSM_A,1,train,core,rcsb-mmseqs2-30:17497_30
6O19_A,1,train,core,rcsb-mmseqs2-30:63156_30
6O71_A,1,test,core,rcsb-mmseqs2-30:23811_30
6OE7_A,1,train,core,rcsb-mmseqs2-30:13664_30
6OFD_A,0,train,core,rcsb-mmseqs2-30:2277_30
6OGJ_B,1,test,core,rcsb-mmseqs2-30:13944_30
6OHB_A,0,train,core,rcsb-mmseqs2-30:6511_30
6OJ0_A,0,train,core,rcsb-mmseqs2-30:127559_30
6OJ0_Z,0,train,core,rcsb-mmseqs2-30:127561_30
6ON0_B,1,val,core,rcsb-mmseqs2-30:83100_30
6OX6_B,0,train,core,rcsb-mmseqs2-30:100998_30
6P18_Q,1,test,core,rcsb-mmseqs2-30:29219_30
6P73_A,0,test,core,rcsb-mmseqs2-30:2292_30
6P7B_A,1,train,core,rcsb-mmseqs2-30:69688_30
6P7U_A,0,val,core,rcsb-mmseqs2-30:1454_30
6P8U_B,0,train,core,rcsb-mmseqs2-30:36424_30
6PAX_A,1,val,core,rcsb-mmseqs2-30:14889_30
6PBD_A,1,train,core,rcsb-mmseqs2-30:9906_30
6PBZ_A,0,val,core,rcsb-mmseqs2-30:2266_30
6PCM_B,1,train,core,rcsb-mmseqs2-30:10082_30
6PEM_0,0,train,core,rcsb-mmseqs2-30:6373_30
6PEM_7,0,train,challenge,rcsb-mmseqs2-30:8629_30
6PEU_A,0,test,core,rcsb-mmseqs2-30:50410_30
6PIJ_A,1,train,core,rcsb-mmseqs2-30:18309_30
6PNZ_A,0,train,core,rcsb-mmseqs2-30:122_30
